event_id;event_image_path;event_name;performance_starts;performance_sold_out;event_category;ticket_type;ticket_min_price;ticket_max_price;ticket_currency;destination_id;destination_name;venue_id;venue_name;venue_address;venue_postal_code;venue_town;event_alternative_description;event_official_description;venue_phone
1083717;/events/images/1083717.jpg;Curious About Edinburgh;2022-02-08T10:00:00+00:00;;Days out;Standard;7.49;7.99;GBP;20533;Edinburgh;10579;Camera Obscura and World of Illusions;Castlehill Royal Mile;EH1 2ND;Edinburgh;Heritage walk through historic Edinburgh, with an optional treasure hunt.;Have fun (re-)discovering Edinburgh, spotting things you’ve never noticed before, with two quirky treasure hunt style heritage walks - a safe, fun and affordable way to get some fresh air with your household, whilst staying close to home. Curious About Edinburgh visits not just the obvious places, but some unusual ones too, with hidden treasures to discover. Suitable for all ages, the walks take 1-2 hours each and are wheelchair and buggy friendly. Each 16 page booklet contains two walks, a brief history of Edinburgh, a detailed map with two walking routes marked on, and a series of directions and clues (Hints as to where to find the answer, and the answers can be found towards the end of the booklet). You’ll also find ideas for things to see on the way, pictures to identify & some interesting snippets about the people & events that have shaped Edinburgh. Visit our website then buy in printed booklet format (we post to you) or instant download format (you print at home, or download to your mobile (devices), then explore with your household. Use code List20 at checkout for 20% off all purchases. Have fun, stay safe & be curious!;
1083717;/events/images/1083717.jpg;Curious About Edinburgh;2022-02-09T10:00:00+00:00;;Days out;Standard;7.49;7.99;GBP;20533;Edinburgh;10579;Camera Obscura and World of Illusions;Castlehill Royal Mile;EH1 2ND;Edinburgh;Heritage walk through historic Edinburgh, with an optional treasure hunt.;Have fun (re-)discovering Edinburgh, spotting things you’ve never noticed before, with two quirky treasure hunt style heritage walks - a safe, fun and affordable way to get some fresh air with your household, whilst staying close to home. Curious About Edinburgh visits not just the obvious places, but some unusual ones too, with hidden treasures to discover. Suitable for all ages, the walks take 1-2 hours each and are wheelchair and buggy friendly. Each 16 page booklet contains two walks, a brief history of Edinburgh, a detailed map with two walking routes marked on, and a series of directions and clues (Hints as to where to find the answer, and the answers can be found towards the end of the booklet). You’ll also find ideas for things to see on the way, pictures to identify & some interesting snippets about the people & events that have shaped Edinburgh. Visit our website then buy in printed booklet format (we post to you) or instant download format (you print at home, or download to your mobile (devices), then explore with your household. Use code List20 at checkout for 20% off all purchases. Have fun, stay safe & be curious!;
1083717;/events/images/1083717.jpg;Curious About Edinburgh;2022-02-10T10:00:00+00:00;;Days out;Standard;7.49;7.99;GBP;20533;Edinburgh;10579;Camera Obscura and World of Illusions;Castlehill Royal Mile;EH1 2ND;Edinburgh;Heritage walk through historic Edinburgh, with an optional treasure hunt.;Have fun (re-)discovering Edinburgh, spotting things you’ve never noticed before, with two quirky treasure hunt style heritage walks - a safe, fun and affordable way to get some fresh air with your household, whilst staying close to home. Curious About Edinburgh visits not just the obvious places, but some unusual ones too, with hidden treasures to discover. Suitable for all ages, the walks take 1-2 hours each and are wheelchair and buggy friendly. Each 16 page booklet contains two walks, a brief history of Edinburgh, a detailed map with two walking routes marked on, and a series of directions and clues (Hints as to where to find the answer, and the answers can be found towards the end of the booklet). You’ll also find ideas for things to see on the way, pictures to identify & some interesting snippets about the people & events that have shaped Edinburgh. Visit our website then buy in printed booklet format (we post to you) or instant download format (you print at home, or download to your mobile (devices), then explore with your household. Use code List20 at checkout for 20% off all purchases. Have fun, stay safe & be curious!;
1083717;/events/images/1083717.jpg;Curious About Edinburgh;2022-02-11T10:00:00+00:00;;Days out;Standard;7.49;7.99;GBP;20533;Edinburgh;10579;Camera Obscura and World of Illusions;Castlehill Royal Mile;EH1 2ND;Edinburgh;Heritage walk through historic Edinburgh, with an optional treasure hunt.;Have fun (re-)discovering Edinburgh, spotting things you’ve never noticed before, with two quirky treasure hunt style heritage walks - a safe, fun and affordable way to get some fresh air with your household, whilst staying close to home. Curious About Edinburgh visits not just the obvious places, but some unusual ones too, with hidden treasures to discover. Suitable for all ages, the walks take 1-2 hours each and are wheelchair and buggy friendly. Each 16 page booklet contains two walks, a brief history of Edinburgh, a detailed map with two walking routes marked on, and a series of directions and clues (Hints as to where to find the answer, and the answers can be found towards the end of the booklet). You’ll also find ideas for things to see on the way, pictures to identify & some interesting snippets about the people & events that have shaped Edinburgh. Visit our website then buy in printed booklet format (we post to you) or instant download format (you print at home, or download to your mobile (devices), then explore with your household. Use code List20 at checkout for 20% off all purchases. Have fun, stay safe & be curious!;
1083717;/events/images/1083717.jpg;Curious About Edinburgh;2022-02-12T10:00:00+00:00;;Days out;Standard;7.49;7.99;GBP;20533;Edinburgh;10579;Camera Obscura and World of Illusions;Castlehill Royal Mile;EH1 2ND;Edinburgh;Heritage walk through historic Edinburgh, with an optional treasure hunt.;Have fun (re-)discovering Edinburgh, spotting things you’ve never noticed before, with two quirky treasure hunt style heritage walks - a safe, fun and affordable way to get some fresh air with your household, whilst staying close to home. Curious About Edinburgh visits not just the obvious places, but some unusual ones too, with hidden treasures to discover. Suitable for all ages, the walks take 1-2 hours each and are wheelchair and buggy friendly. Each 16 page booklet contains two walks, a brief history of Edinburgh, a detailed map with two walking routes marked on, and a series of directions and clues (Hints as to where to find the answer, and the answers can be found towards the end of the booklet). You’ll also find ideas for things to see on the way, pictures to identify & some interesting snippets about the people & events that have shaped Edinburgh. Visit our website then buy in printed booklet format (we post to you) or instant download format (you print at home, or download to your mobile (devices), then explore with your household. Use code List20 at checkout for 20% off all purchases. Have fun, stay safe & be curious!;
1083717;/events/images/1083717.jpg;Curious About Edinburgh;2022-02-13T10:00:00+00:00;;Days out;Standard;7.49;7.99;GBP;20533;Edinburgh;10579;Camera Obscura and World of Illusions;Castlehill Royal Mile;EH1 2ND;Edinburgh;Heritage walk through historic Edinburgh, with an optional treasure hunt.;Have fun (re-)discovering Edinburgh, spotting things you’ve never noticed before, with two quirky treasure hunt style heritage walks - a safe, fun and affordable way to get some fresh air with your household, whilst staying close to home. Curious About Edinburgh visits not just the obvious places, but some unusual ones too, with hidden treasures to discover. Suitable for all ages, the walks take 1-2 hours each and are wheelchair and buggy friendly. Each 16 page booklet contains two walks, a brief history of Edinburgh, a detailed map with two walking routes marked on, and a series of directions and clues (Hints as to where to find the answer, and the answers can be found towards the end of the booklet). You’ll also find ideas for things to see on the way, pictures to identify & some interesting snippets about the people & events that have shaped Edinburgh. Visit our website then buy in printed booklet format (we post to you) or instant download format (you print at home, or download to your mobile (devices), then explore with your household. Use code List20 at checkout for 20% off all purchases. Have fun, stay safe & be curious!;
1083717;/events/images/1083717.jpg;Curious About Edinburgh;2022-02-14T10:00:00+00:00;;Days out;Standard;7.49;7.99;GBP;20533;Edinburgh;10579;Camera Obscura and World of Illusions;Castlehill Royal Mile;EH1 2ND;Edinburgh;Heritage walk through historic Edinburgh, with an optional treasure hunt.;Have fun (re-)discovering Edinburgh, spotting things you’ve never noticed before, with two quirky treasure hunt style heritage walks - a safe, fun and affordable way to get some fresh air with your household, whilst staying close to home. Curious About Edinburgh visits not just the obvious places, but some unusual ones too, with hidden treasures to discover. Suitable for all ages, the walks take 1-2 hours each and are wheelchair and buggy friendly. Each 16 page booklet contains two walks, a brief history of Edinburgh, a detailed map with two walking routes marked on, and a series of directions and clues (Hints as to where to find the answer, and the answers can be found towards the end of the booklet). You’ll also find ideas for things to see on the way, pictures to identify & some interesting snippets about the people & events that have shaped Edinburgh. Visit our website then buy in printed booklet format (we post to you) or instant download format (you print at home, or download to your mobile (devices), then explore with your household. Use code List20 at checkout for 20% off all purchases. Have fun, stay safe & be curious!;
1083717;/events/images/1083717.jpg;Curious About Edinburgh;2022-02-15T10:00:00+00:00;;Days out;Standard;7.49;7.99;GBP;20533;Edinburgh;10579;Camera Obscura and World of Illusions;Castlehill Royal Mile;EH1 2ND;Edinburgh;Heritage walk through historic Edinburgh, with an optional treasure hunt.;Have fun (re-)discovering Edinburgh, spotting things you’ve never noticed before, with two quirky treasure hunt style heritage walks - a safe, fun and affordable way to get some fresh air with your household, whilst staying close to home. Curious About Edinburgh visits not just the obvious places, but some unusual ones too, with hidden treasures to discover. Suitable for all ages, the walks take 1-2 hours each and are wheelchair and buggy friendly. Each 16 page booklet contains two walks, a brief history of Edinburgh, a detailed map with two walking routes marked on, and a series of directions and clues (Hints as to where to find the answer, and the answers can be found towards the end of the booklet). You’ll also find ideas for things to see on the way, pictures to identify & some interesting snippets about the people & events that have shaped Edinburgh. Visit our website then buy in printed booklet format (we post to you) or instant download format (you print at home, or download to your mobile (devices), then explore with your household. Use code List20 at checkout for 20% off all purchases. Have fun, stay safe & be curious!;
1083717;/events/images/1083717.jpg;Curious About Edinburgh;2022-02-16T10:00:00+00:00;;Days out;Standard;7.49;7.99;GBP;20533;Edinburgh;10579;Camera Obscura and World of Illusions;Castlehill Royal Mile;EH1 2ND;Edinburgh;Heritage walk through historic Edinburgh, with an optional treasure hunt.;Have fun (re-)discovering Edinburgh, spotting things you’ve never noticed before, with two quirky treasure hunt style heritage walks - a safe, fun and affordable way to get some fresh air with your household, whilst staying close to home. Curious About Edinburgh visits not just the obvious places, but some unusual ones too, with hidden treasures to discover. Suitable for all ages, the walks take 1-2 hours each and are wheelchair and buggy friendly. Each 16 page booklet contains two walks, a brief history of Edinburgh, a detailed map with two walking routes marked on, and a series of directions and clues (Hints as to where to find the answer, and the answers can be found towards the end of the booklet). You’ll also find ideas for things to see on the way, pictures to identify & some interesting snippets about the people & events that have shaped Edinburgh. Visit our website then buy in printed booklet format (we post to you) or instant download format (you print at home, or download to your mobile (devices), then explore with your household. Use code List20 at checkout for 20% off all purchases. Have fun, stay safe & be curious!;
1083717;/events/images/1083717.jpg;Curious About Edinburgh;2022-02-17T10:00:00+00:00;;Days out;Standard;7.49;7.99;GBP;20533;Edinburgh;10579;Camera Obscura and World of Illusions;Castlehill Royal Mile;EH1 2ND;Edinburgh;Heritage walk through historic Edinburgh, with an optional treasure hunt.;Have fun (re-)discovering Edinburgh, spotting things you’ve never noticed before, with two quirky treasure hunt style heritage walks - a safe, fun and affordable way to get some fresh air with your household, whilst staying close to home. Curious About Edinburgh visits not just the obvious places, but some unusual ones too, with hidden treasures to discover. Suitable for all ages, the walks take 1-2 hours each and are wheelchair and buggy friendly. Each 16 page booklet contains two walks, a brief history of Edinburgh, a detailed map with two walking routes marked on, and a series of directions and clues (Hints as to where to find the answer, and the answers can be found towards the end of the booklet). You’ll also find ideas for things to see on the way, pictures to identify & some interesting snippets about the people & events that have shaped Edinburgh. Visit our website then buy in printed booklet format (we post to you) or instant download format (you print at home, or download to your mobile (devices), then explore with your household. Use code List20 at checkout for 20% off all purchases. Have fun, stay safe & be curious!;
1083717;/events/images/1083717.jpg;Curious About Edinburgh;2022-02-18T10:00:00+00:00;;Days out;Standard;7.49;7.99;GBP;20533;Edinburgh;10579;Camera Obscura and World of Illusions;Castlehill Royal Mile;EH1 2ND;Edinburgh;Heritage walk through historic Edinburgh, with an optional treasure hunt.;Have fun (re-)discovering Edinburgh, spotting things you’ve never noticed before, with two quirky treasure hunt style heritage walks - a safe, fun and affordable way to get some fresh air with your household, whilst staying close to home. Curious About Edinburgh visits not just the obvious places, but some unusual ones too, with hidden treasures to discover. Suitable for all ages, the walks take 1-2 hours each and are wheelchair and buggy friendly. Each 16 page booklet contains two walks, a brief history of Edinburgh, a detailed map with two walking routes marked on, and a series of directions and clues (Hints as to where to find the answer, and the answers can be found towards the end of the booklet). You’ll also find ideas for things to see on the way, pictures to identify & some interesting snippets about the people & events that have shaped Edinburgh. Visit our website then buy in printed booklet format (we post to you) or instant download format (you print at home, or download to your mobile (devices), then explore with your household. Use code List20 at checkout for 20% off all purchases. Have fun, stay safe & be curious!;
1083717;/events/images/1083717.jpg;Curious About Edinburgh;2022-02-19T10:00:00+00:00;;Days out;Standard;7.49;7.99;GBP;20533;Edinburgh;10579;Camera Obscura and World of Illusions;Castlehill Royal Mile;EH1 2ND;Edinburgh;Heritage walk through historic Edinburgh, with an optional treasure hunt.;Have fun (re-)discovering Edinburgh, spotting things you’ve never noticed before, with two quirky treasure hunt style heritage walks - a safe, fun and affordable way to get some fresh air with your household, whilst staying close to home. Curious About Edinburgh visits not just the obvious places, but some unusual ones too, with hidden treasures to discover. Suitable for all ages, the walks take 1-2 hours each and are wheelchair and buggy friendly. Each 16 page booklet contains two walks, a brief history of Edinburgh, a detailed map with two walking routes marked on, and a series of directions and clues (Hints as to where to find the answer, and the answers can be found towards the end of the booklet). You’ll also find ideas for things to see on the way, pictures to identify & some interesting snippets about the people & events that have shaped Edinburgh. Visit our website then buy in printed booklet format (we post to you) or instant download format (you print at home, or download to your mobile (devices), then explore with your household. Use code List20 at checkout for 20% off all purchases. Have fun, stay safe & be curious!;
1083717;/events/images/1083717.jpg;Curious About Edinburgh;2022-02-20T10:00:00+00:00;;Days out;Standard;7.49;7.99;GBP;20533;Edinburgh;10579;Camera Obscura and World of Illusions;Castlehill Royal Mile;EH1 2ND;Edinburgh;Heritage walk through historic Edinburgh, with an optional treasure hunt.;Have fun (re-)discovering Edinburgh, spotting things you’ve never noticed before, with two quirky treasure hunt style heritage walks - a safe, fun and affordable way to get some fresh air with your household, whilst staying close to home. Curious About Edinburgh visits not just the obvious places, but some unusual ones too, with hidden treasures to discover. Suitable for all ages, the walks take 1-2 hours each and are wheelchair and buggy friendly. Each 16 page booklet contains two walks, a brief history of Edinburgh, a detailed map with two walking routes marked on, and a series of directions and clues (Hints as to where to find the answer, and the answers can be found towards the end of the booklet). You’ll also find ideas for things to see on the way, pictures to identify & some interesting snippets about the people & events that have shaped Edinburgh. Visit our website then buy in printed booklet format (we post to you) or instant download format (you print at home, or download to your mobile (devices), then explore with your household. Use code List20 at checkout for 20% off all purchases. Have fun, stay safe & be curious!;
1083717;/events/images/1083717.jpg;Curious About Edinburgh;2022-02-21T10:00:00+00:00;;Days out;Standard;7.49;7.99;GBP;20533;Edinburgh;10579;Camera Obscura and World of Illusions;Castlehill Royal Mile;EH1 2ND;Edinburgh;Heritage walk through historic Edinburgh, with an optional treasure hunt.;Have fun (re-)discovering Edinburgh, spotting things you’ve never noticed before, with two quirky treasure hunt style heritage walks - a safe, fun and affordable way to get some fresh air with your household, whilst staying close to home. Curious About Edinburgh visits not just the obvious places, but some unusual ones too, with hidden treasures to discover. Suitable for all ages, the walks take 1-2 hours each and are wheelchair and buggy friendly. Each 16 page booklet contains two walks, a brief history of Edinburgh, a detailed map with two walking routes marked on, and a series of directions and clues (Hints as to where to find the answer, and the answers can be found towards the end of the booklet). You’ll also find ideas for things to see on the way, pictures to identify & some interesting snippets about the people & events that have shaped Edinburgh. Visit our website then buy in printed booklet format (we post to you) or instant download format (you print at home, or download to your mobile (devices), then explore with your household. Use code List20 at checkout for 20% off all purchases. Have fun, stay safe & be curious!;
1083717;/events/images/1083717.jpg;Curious About Edinburgh;2022-02-22T10:00:00+00:00;;Days out;Standard;7.49;7.99;GBP;20533;Edinburgh;10579;Camera Obscura and World of Illusions;Castlehill Royal Mile;EH1 2ND;Edinburgh;Heritage walk through historic Edinburgh, with an optional treasure hunt.;Have fun (re-)discovering Edinburgh, spotting things you’ve never noticed before, with two quirky treasure hunt style heritage walks - a safe, fun and affordable way to get some fresh air with your household, whilst staying close to home. Curious About Edinburgh visits not just the obvious places, but some unusual ones too, with hidden treasures to discover. Suitable for all ages, the walks take 1-2 hours each and are wheelchair and buggy friendly. Each 16 page booklet contains two walks, a brief history of Edinburgh, a detailed map with two walking routes marked on, and a series of directions and clues (Hints as to where to find the answer, and the answers can be found towards the end of the booklet). You’ll also find ideas for things to see on the way, pictures to identify & some interesting snippets about the people & events that have shaped Edinburgh. Visit our website then buy in printed booklet format (we post to you) or instant download format (you print at home, or download to your mobile (devices), then explore with your household. Use code List20 at checkout for 20% off all purchases. Have fun, stay safe & be curious!;
1083717;/events/images/1083717.jpg;Curious About Edinburgh;2022-02-23T10:00:00+00:00;;Days out;Standard;7.49;7.99;GBP;20533;Edinburgh;10579;Camera Obscura and World of Illusions;Castlehill Royal Mile;EH1 2ND;Edinburgh;Heritage walk through historic Edinburgh, with an optional treasure hunt.;Have fun (re-)discovering Edinburgh, spotting things you’ve never noticed before, with two quirky treasure hunt style heritage walks - a safe, fun and affordable way to get some fresh air with your household, whilst staying close to home. Curious About Edinburgh visits not just the obvious places, but some unusual ones too, with hidden treasures to discover. Suitable for all ages, the walks take 1-2 hours each and are wheelchair and buggy friendly. Each 16 page booklet contains two walks, a brief history of Edinburgh, a detailed map with two walking routes marked on, and a series of directions and clues (Hints as to where to find the answer, and the answers can be found towards the end of the booklet). You’ll also find ideas for things to see on the way, pictures to identify & some interesting snippets about the people & events that have shaped Edinburgh. Visit our website then buy in printed booklet format (we post to you) or instant download format (you print at home, or download to your mobile (devices), then explore with your household. Use code List20 at checkout for 20% off all purchases. Have fun, stay safe & be curious!;
1083717;/events/images/1083717.jpg;Curious About Edinburgh;2022-02-24T10:00:00+00:00;;Days out;Standard;7.49;7.99;GBP;20533;Edinburgh;10579;Camera Obscura and World of Illusions;Castlehill Royal Mile;EH1 2ND;Edinburgh;Heritage walk through historic Edinburgh, with an optional treasure hunt.;Have fun (re-)discovering Edinburgh, spotting things you’ve never noticed before, with two quirky treasure hunt style heritage walks - a safe, fun and affordable way to get some fresh air with your household, whilst staying close to home. Curious About Edinburgh visits not just the obvious places, but some unusual ones too, with hidden treasures to discover. Suitable for all ages, the walks take 1-2 hours each and are wheelchair and buggy friendly. Each 16 page booklet contains two walks, a brief history of Edinburgh, a detailed map with two walking routes marked on, and a series of directions and clues (Hints as to where to find the answer, and the answers can be found towards the end of the booklet). You’ll also find ideas for things to see on the way, pictures to identify & some interesting snippets about the people & events that have shaped Edinburgh. Visit our website then buy in printed booklet format (we post to you) or instant download format (you print at home, or download to your mobile (devices), then explore with your household. Use code List20 at checkout for 20% off all purchases. Have fun, stay safe & be curious!;
1083717;/events/images/1083717.jpg;Curious About Edinburgh;2022-02-25T10:00:00+00:00;;Days out;Standard;7.49;7.99;GBP;20533;Edinburgh;10579;Camera Obscura and World of Illusions;Castlehill Royal Mile;EH1 2ND;Edinburgh;Heritage walk through historic Edinburgh, with an optional treasure hunt.;Have fun (re-)discovering Edinburgh, spotting things you’ve never noticed before, with two quirky treasure hunt style heritage walks - a safe, fun and affordable way to get some fresh air with your household, whilst staying close to home. Curious About Edinburgh visits not just the obvious places, but some unusual ones too, with hidden treasures to discover. Suitable for all ages, the walks take 1-2 hours each and are wheelchair and buggy friendly. Each 16 page booklet contains two walks, a brief history of Edinburgh, a detailed map with two walking routes marked on, and a series of directions and clues (Hints as to where to find the answer, and the answers can be found towards the end of the booklet). You’ll also find ideas for things to see on the way, pictures to identify & some interesting snippets about the people & events that have shaped Edinburgh. Visit our website then buy in printed booklet format (we post to you) or instant download format (you print at home, or download to your mobile (devices), then explore with your household. Use code List20 at checkout for 20% off all purchases. Have fun, stay safe & be curious!;
1083717;/events/images/1083717.jpg;Curious About Edinburgh;2022-02-26T10:00:00+00:00;;Days out;Standard;7.49;7.99;GBP;20533;Edinburgh;10579;Camera Obscura and World of Illusions;Castlehill Royal Mile;EH1 2ND;Edinburgh;Heritage walk through historic Edinburgh, with an optional treasure hunt.;Have fun (re-)discovering Edinburgh, spotting things you’ve never noticed before, with two quirky treasure hunt style heritage walks - a safe, fun and affordable way to get some fresh air with your household, whilst staying close to home. Curious About Edinburgh visits not just the obvious places, but some unusual ones too, with hidden treasures to discover. Suitable for all ages, the walks take 1-2 hours each and are wheelchair and buggy friendly. Each 16 page booklet contains two walks, a brief history of Edinburgh, a detailed map with two walking routes marked on, and a series of directions and clues (Hints as to where to find the answer, and the answers can be found towards the end of the booklet). You’ll also find ideas for things to see on the way, pictures to identify & some interesting snippets about the people & events that have shaped Edinburgh. Visit our website then buy in printed booklet format (we post to you) or instant download format (you print at home, or download to your mobile (devices), then explore with your household. Use code List20 at checkout for 20% off all purchases. Have fun, stay safe & be curious!;
1083717;/events/images/1083717.jpg;Curious About Edinburgh;2022-02-27T10:00:00+00:00;;Days out;Standard;7.49;7.99;GBP;20533;Edinburgh;10579;Camera Obscura and World of Illusions;Castlehill Royal Mile;EH1 2ND;Edinburgh;Heritage walk through historic Edinburgh, with an optional treasure hunt.;Have fun (re-)discovering Edinburgh, spotting things you’ve never noticed before, with two quirky treasure hunt style heritage walks - a safe, fun and affordable way to get some fresh air with your household, whilst staying close to home. Curious About Edinburgh visits not just the obvious places, but some unusual ones too, with hidden treasures to discover. Suitable for all ages, the walks take 1-2 hours each and are wheelchair and buggy friendly. Each 16 page booklet contains two walks, a brief history of Edinburgh, a detailed map with two walking routes marked on, and a series of directions and clues (Hints as to where to find the answer, and the answers can be found towards the end of the booklet). You’ll also find ideas for things to see on the way, pictures to identify & some interesting snippets about the people & events that have shaped Edinburgh. Visit our website then buy in printed booklet format (we post to you) or instant download format (you print at home, or download to your mobile (devices), then explore with your household. Use code List20 at checkout for 20% off all purchases. Have fun, stay safe & be curious!;
1083717;/events/images/1083717.jpg;Curious About Edinburgh;2022-02-28T10:00:00+00:00;;Days out;Standard;7.49;7.99;GBP;20533;Edinburgh;10579;Camera Obscura and World of Illusions;Castlehill Royal Mile;EH1 2ND;Edinburgh;Heritage walk through historic Edinburgh, with an optional treasure hunt.;Have fun (re-)discovering Edinburgh, spotting things you’ve never noticed before, with two quirky treasure hunt style heritage walks - a safe, fun and affordable way to get some fresh air with your household, whilst staying close to home. Curious About Edinburgh visits not just the obvious places, but some unusual ones too, with hidden treasures to discover. Suitable for all ages, the walks take 1-2 hours each and are wheelchair and buggy friendly. Each 16 page booklet contains two walks, a brief history of Edinburgh, a detailed map with two walking routes marked on, and a series of directions and clues (Hints as to where to find the answer, and the answers can be found towards the end of the booklet). You’ll also find ideas for things to see on the way, pictures to identify & some interesting snippets about the people & events that have shaped Edinburgh. Visit our website then buy in printed booklet format (we post to you) or instant download format (you print at home, or download to your mobile (devices), then explore with your household. Use code List20 at checkout for 20% off all purchases. Have fun, stay safe & be curious!;
1083717;/events/images/1083717.jpg;Curious About Edinburgh;2022-03-01T10:00:00+00:00;;Days out;Standard;7.49;7.99;GBP;20533;Edinburgh;10579;Camera Obscura and World of Illusions;Castlehill Royal Mile;EH1 2ND;Edinburgh;Heritage walk through historic Edinburgh, with an optional treasure hunt.;Have fun (re-)discovering Edinburgh, spotting things you’ve never noticed before, with two quirky treasure hunt style heritage walks - a safe, fun and affordable way to get some fresh air with your household, whilst staying close to home. Curious About Edinburgh visits not just the obvious places, but some unusual ones too, with hidden treasures to discover. Suitable for all ages, the walks take 1-2 hours each and are wheelchair and buggy friendly. Each 16 page booklet contains two walks, a brief history of Edinburgh, a detailed map with two walking routes marked on, and a series of directions and clues (Hints as to where to find the answer, and the answers can be found towards the end of the booklet). You’ll also find ideas for things to see on the way, pictures to identify & some interesting snippets about the people & events that have shaped Edinburgh. Visit our website then buy in printed booklet format (we post to you) or instant download format (you print at home, or download to your mobile (devices), then explore with your household. Use code List20 at checkout for 20% off all purchases. Have fun, stay safe & be curious!;
1083717;/events/images/1083717.jpg;Curious About Edinburgh;2022-03-02T10:00:00+00:00;;Days out;Standard;7.49;7.99;GBP;20533;Edinburgh;10579;Camera Obscura and World of Illusions;Castlehill Royal Mile;EH1 2ND;Edinburgh;Heritage walk through historic Edinburgh, with an optional treasure hunt.;Have fun (re-)discovering Edinburgh, spotting things you’ve never noticed before, with two quirky treasure hunt style heritage walks - a safe, fun and affordable way to get some fresh air with your household, whilst staying close to home. Curious About Edinburgh visits not just the obvious places, but some unusual ones too, with hidden treasures to discover. Suitable for all ages, the walks take 1-2 hours each and are wheelchair and buggy friendly. Each 16 page booklet contains two walks, a brief history of Edinburgh, a detailed map with two walking routes marked on, and a series of directions and clues (Hints as to where to find the answer, and the answers can be found towards the end of the booklet). You’ll also find ideas for things to see on the way, pictures to identify & some interesting snippets about the people & events that have shaped Edinburgh. Visit our website then buy in printed booklet format (we post to you) or instant download format (you print at home, or download to your mobile (devices), then explore with your household. Use code List20 at checkout for 20% off all purchases. Have fun, stay safe & be curious!;
1083717;/events/images/1083717.jpg;Curious About Edinburgh;2022-03-03T10:00:00+00:00;;Days out;Standard;7.49;7.99;GBP;20533;Edinburgh;10579;Camera Obscura and World of Illusions;Castlehill Royal Mile;EH1 2ND;Edinburgh;Heritage walk through historic Edinburgh, with an optional treasure hunt.;Have fun (re-)discovering Edinburgh, spotting things you’ve never noticed before, with two quirky treasure hunt style heritage walks - a safe, fun and affordable way to get some fresh air with your household, whilst staying close to home. Curious About Edinburgh visits not just the obvious places, but some unusual ones too, with hidden treasures to discover. Suitable for all ages, the walks take 1-2 hours each and are wheelchair and buggy friendly. Each 16 page booklet contains two walks, a brief history of Edinburgh, a detailed map with two walking routes marked on, and a series of directions and clues (Hints as to where to find the answer, and the answers can be found towards the end of the booklet). You’ll also find ideas for things to see on the way, pictures to identify & some interesting snippets about the people & events that have shaped Edinburgh. Visit our website then buy in printed booklet format (we post to you) or instant download format (you print at home, or download to your mobile (devices), then explore with your household. Use code List20 at checkout for 20% off all purchases. Have fun, stay safe & be curious!;
1083717;/events/images/1083717.jpg;Curious About Edinburgh;2022-03-04T10:00:00+00:00;;Days out;Standard;7.49;7.99;GBP;20533;Edinburgh;10579;Camera Obscura and World of Illusions;Castlehill Royal Mile;EH1 2ND;Edinburgh;Heritage walk through historic Edinburgh, with an optional treasure hunt.;Have fun (re-)discovering Edinburgh, spotting things you’ve never noticed before, with two quirky treasure hunt style heritage walks - a safe, fun and affordable way to get some fresh air with your household, whilst staying close to home. Curious About Edinburgh visits not just the obvious places, but some unusual ones too, with hidden treasures to discover. Suitable for all ages, the walks take 1-2 hours each and are wheelchair and buggy friendly. Each 16 page booklet contains two walks, a brief history of Edinburgh, a detailed map with two walking routes marked on, and a series of directions and clues (Hints as to where to find the answer, and the answers can be found towards the end of the booklet). You’ll also find ideas for things to see on the way, pictures to identify & some interesting snippets about the people & events that have shaped Edinburgh. Visit our website then buy in printed booklet format (we post to you) or instant download format (you print at home, or download to your mobile (devices), then explore with your household. Use code List20 at checkout for 20% off all purchases. Have fun, stay safe & be curious!;
1083717;/events/images/1083717.jpg;Curious About Edinburgh;2022-03-05T10:00:00+00:00;;Days out;Standard;7.49;7.99;GBP;20533;Edinburgh;10579;Camera Obscura and World of Illusions;Castlehill Royal Mile;EH1 2ND;Edinburgh;Heritage walk through historic Edinburgh, with an optional treasure hunt.;Have fun (re-)discovering Edinburgh, spotting things you’ve never noticed before, with two quirky treasure hunt style heritage walks - a safe, fun and affordable way to get some fresh air with your household, whilst staying close to home. Curious About Edinburgh visits not just the obvious places, but some unusual ones too, with hidden treasures to discover. Suitable for all ages, the walks take 1-2 hours each and are wheelchair and buggy friendly. Each 16 page booklet contains two walks, a brief history of Edinburgh, a detailed map with two walking routes marked on, and a series of directions and clues (Hints as to where to find the answer, and the answers can be found towards the end of the booklet). You’ll also find ideas for things to see on the way, pictures to identify & some interesting snippets about the people & events that have shaped Edinburgh. Visit our website then buy in printed booklet format (we post to you) or instant download format (you print at home, or download to your mobile (devices), then explore with your household. Use code List20 at checkout for 20% off all purchases. Have fun, stay safe & be curious!;
